,Month,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Easting,Northing,geometry
453,2021-08,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Violence and sexual offences,533330.986923037,181598.02039484447,POINT (533330.986923037 181598.02039484447)
454,2021-08,-0.10195900000000001,51.513296999999994,On or near Carter Lane,E01032739,City of London 001F,Violence and sexual offences,531804.9787489705,181082.04769852024,POINT (531804.9787489705 181082.04769852024)
455,2021-08,-0.10017899999999999,51.514158,On or near Shopping Area,E01032739,City of London 001F,Violence and sexual offences,531926.000252296,181180.99837658188,POINT (531926.000252296 181180.99837658188)
456,2021-08,-0.08778,51.508066,On or near Borough High Street,E01032739,City of London 001F,Violence and sexual offences,532804.0015965193,180525.95716714335,POINT (532804.0015965193 180525.95716714335)
457,2021-08,-0.08501399999999999,51.509775,On or near Monument Street,E01032739,City of London 001F,Violence and sexual offences,532990.9721935511,180721.02153045475,POINT (532990.9721935511 180721.02153045475)
458,2021-08,-0.08162,51.516814000000004,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,POINT (533205.9666559591 181509.94644216687)
459,2021-08,-0.083506,51.509993,On or near St Mary At Hill,E01032739,City of London 001F,Violence and sexual offences,533094.979321905,180748.00293498416,POINT (533094.979321905 180748.00293498416)
460,2021-08,-0.083972,51.510549,On or near Lovat Lane,E01032739,City of London 001F,Violence and sexual offences,533061.0244365924,180808.98502272542,POINT (533061.0244365924 180808.98502272542)
461,2021-08,-0.08921799999999999,51.516057,On or near Moorgate,E01032739,City of London 001F,Violence and sexual offences,532681.0114684425,181411.97359391628,POINT (532681.0114684425 181411.97359391628)
462,2021-08,-0.082965,51.516351,On or near Wormwood Street,E01032739,City of London 001F,Violence and sexual offences,533113.9986841358,181456.01400417095,POINT (533113.9986841358 181456.01400417095)
463,2021-08,-0.08162,51.516814000000004,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,POINT (533205.9666559591 181509.94644216687)
464,2021-08,-0.08162,51.516814000000004,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,POINT (533205.9666559591 181509.94644216687)
465,2021-08,-0.08162,51.516814000000004,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,POINT (533205.9666559591 181509.94644216687)
466,2021-08,-0.08162,51.516814000000004,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,POINT (533205.9666559591 181509.94644216687)
467,2021-08,-0.084284,51.510671,On or near Eastcheap,E01032739,City of London 001F,Violence and sexual offences,533039.0196096112,180821.98500565503,POINT (533039.0196096112 180821.98500565503)
468,2021-08,-0.09207699999999999,51.512147,On or near Tower Royal,E01032739,City of London 001F,Violence and sexual offences,532493.9850674047,180971.99417864473,POINT (532493.9850674047 180971.99417864473)
469,2021-08,-0.091494,51.510923999999996,On or near College Street,E01032739,City of London 001F,Violence and sexual offences,532537.9847921687,180837.04775070434,POINT (532537.9847921687 180837.04775070434)
470,2021-08,-0.08616599999999999,51.510828000000004,On or near Eastcheap,E01032739,City of London 001F,Violence and sexual offences,532907.971310235,180836.02706777892,POINT (532907.971310235 180836.02706777892)
471,2021-08,-0.090797,51.514482,On or near Old Jewry,E01032739,City of London 001F,Violence and sexual offences,532576.0271445487,181233.96943507803,POINT (532576.0271445487 181233.96943507803)
472,2021-08,-0.082458,51.517431,On or near Liverpool Street,E01032739,City of London 001F,Violence and sexual offences,533146.0278776218,181577.03479509754,POINT (533146.0278776218 181577.03479509754)
473,2021-08,-0.096363,51.513377,On or near New Change,E01032739,City of London 001F,Violence and sexual offences,532193.0314006346,181101.02933466068,POINT (532193.0314006346 181101.02933466068)
474,2021-08,-0.091494,51.510923999999996,On or near College Street,E01032739,City of London 001F,Violence and sexual offences,532537.9847921687,180837.04775070434,POINT (532537.9847921687 180837.04775070434)
475,2021-08,-0.08921799999999999,51.516057,On or near Moorgate,E01032739,City of London 001F,Violence and sexual offences,532681.0114684425,181411.97359391628,POINT (532681.0114684425 181411.97359391628)
538,2021-08,-0.10556099999999999,51.510873,On or near Ferry Terminal,E01032740,City of London 001G,Violence and sexual offences,531562.0280400179,180806.01520154637,POINT (531562.0280400179 180806.01520154637)
539,2021-08,-0.102721,51.515404,On or near St Georges'S Court,E01032740,City of London 001G,Violence and sexual offences,531746.0320119021,181314.98177782568,POINT (531746.0320119021 181314.98177782568)
540,2021-08,-0.104973,51.512887,On or near Bridewell Place,E01032740,City of London 001G,Violence and sexual offences,531597.0298475361,181031.03471975581,POINT (531597.0298475361 181031.03471975581)
541,2021-08,-0.10328,51.514109000000005,On or near Ludgate Hill,E01032740,City of London 001G,Violence and sexual offences,531710.9794760126,181169.9682387539,POINT (531710.9794760126 181169.9682387539)
542,2021-08,-0.102721,51.515404,On or near St Georges'S Court,E01032740,City of London 001G,Violence and sexual offences,531746.0320119021,181314.98177782568,POINT (531746.0320119021 181314.98177782568)
543,2021-08,-0.104621,51.512692,On or near Supermarket,E01032740,City of London 001G,Violence and sexual offences,531622.015576161,181009.98261182365,POINT (531622.015576161 181009.98261182365)
544,2021-08,-0.106922,51.514204,On or near Fleet Street,E01032740,City of London 001G,Violence and sexual offences,531458.0066772109,181173.98931877984,POINT (531458.0066772109 181173.98931877984)
546,2021-08,-0.080178,51.522312,On or near Hearn Street,E01033708,Hackney 027G,Violence and sexual offences,533289.9726922748,182123.96395113994,POINT (533289.9726922748 182123.96395113994)
547,2021-08,-0.087352,51.537546,On or near Shepperton Road,E01002721,Islington 014C,Violence and sexual offences,532748.0108303095,183805.00060548767,POINT (532748.0108303095 183805.00060548767)
561,2021-08,-0.046604,51.5038,On or near Smith Close,E01004053,Southwark 001C,Violence and sexual offences,535674.0166951976,180127.0300263061,POINT (535674.0166951976 180127.0300263061)
566,2021-08,-0.075556,51.520474,On or near Wheeler Lane,E01004307,Tower Hamlets 015B,Violence and sexual offences,533615.9860299744,181927.99578221404,POINT (533615.9860299744 181927.99578221404)
572,2021-08,-0.074901,51.506254999999996,On or near A100,E01004293,Tower Hamlets 027B,Violence and sexual offences,533703.021535876,180347.99907259003,POINT (533703.021535876 180347.99907259003)
50,2021-09,-0.092628,51.517920000000004,On or near St Alphage Garden,E01000002,City of London 001B,Violence and sexual offences,532439.0198587497,181612.97273824102,POINT (532439.0198587497 181612.97273824102)
51,2021-09,-0.092093,51.516921999999994,On or near Basinghall Street,E01000002,City of London 001B,Violence and sexual offences,532479.0311102178,181502.9596880509,POINT (532479.0311102178 181502.9596880509)
52,2021-09,-0.09362899999999999,51.515005,On or near Milk Street,E01000002,City of London 001B,Violence and sexual offences,532378.0161958692,181287.00604063645,POINT (532378.0161958692 181287.00604063645)
56,2021-09,-0.094033,51.520875,On or near Shopping Area,E01000003,City of London 001C,Violence and sexual offences,532332.9834279048,181939.03817124583,POINT (532332.9834279048 181939.03817124583)
57,2021-09,-0.094033,51.520875,On or near Shopping Area,E01000003,City of London 001C,Violence and sexual offences,532332.9834279048,181939.03817124583,POINT (532332.9834279048 181939.03817124583)
58,2021-09,-0.094468,51.521853,On or near Golden Lane,E01000003,City of London 001C,Violence and sexual offences,532299.9733766841,182047.00892129523,POINT (532299.9733766841 182047.00892129523)
118,2021-09,-0.076435,51.513627,On or near Aldgate,E01000005,City of London 001E,Violence and sexual offences,533575.0201661547,181164.98652681406,POINT (533575.0201661547 181164.98652681406)
119,2021-09,-0.073254,51.512856,On or near Mansell Street,E01000005,City of London 001E,Violence and sexual offences,533797.9920780913,181085.05554956,POINT (533797.9920780913 181085.05554956)
120,2021-09,-0.07495800000000001,51.514151,On or near Aldgate High Street,E01000005,City of London 001E,Violence and sexual offences,533675.9694068158,181225.9515725124,POINT (533675.9694068158 181225.9515725124)
121,2021-09,-0.076435,51.513627,On or near Aldgate,E01000005,City of London 001E,Violence and sexual offences,533575.0201661547,181164.98652681406,POINT (533575.0201661547 181164.98652681406)
122,2021-09,-0.077392,51.516233,On or near Harrow Place,E01000005,City of London 001E,Violence and sexual offences,533501.0047848767,181453.03612506535,POINT (533501.0047848767 181453.03612506535)
123,2021-09,-0.073254,51.512856,On or near Mansell Street,E01000005,City of London 001E,Violence and sexual offences,533797.9920780913,181085.05554956,POINT (533797.9920780913 181085.05554956)
124,2021-09,-0.073254,51.512856,On or near Mansell Street,E01000005,City of London 001E,Violence and sexual offences,533797.9920780913,181085.05554956,POINT (533797.9920780913 181085.05554956)
125,2021-09,-0.07609500000000001,51.512462,On or near Vine Street,E01000005,City of London 001E,Violence and sexual offences,533602.0170197444,181036.05545099295,POINT (533602.0170197444 181036.05545099295)
126,2021-09,-0.073254,51.512856,On or near Mansell Street,E01000005,City of London 001E,Violence and sexual offences,533797.9920780913,181085.05554956,POINT (533797.9920780913 181085.05554956)
127,2021-09,-0.073254,51.512856,On or near Mansell Street,E01000005,City of London 001E,Violence and sexual offences,533797.9920780913,181085.05554956,POINT (533797.9920780913 181085.05554956)
128,2021-09,-0.07495800000000001,51.514151,On or near Aldgate High Street,E01000005,City of London 001E,Violence and sexual offences,533675.9694068158,181225.9515725124,POINT (533675.9694068158 181225.9515725124)
129,2021-09,-0.073254,51.512856,On or near Mansell Street,E01000005,City of London 001E,Violence and sexual offences,533797.9920780913,181085.05554956,POINT (533797.9920780913 181085.05554956)
130,2021-09,-0.076113,51.511014,On or near Conference/Exhibition Centre,E01000005,City of London 001E,Violence and sexual offences,533605.001134653,180875.0010401159,POINT (533605.001134653 180875.0010401159)
498,2021-09,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Violence and sexual offences,533330.986923037,181598.02039484447,POINT (533330.986923037 181598.02039484447)
499,2021-09,-0.08162,51.516814000000004,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,POINT (533205.9666559591 181509.94644216687)
500,2021-09,-0.082458,51.517431,On or near Liverpool Street,E01032739,City of London 001F,Violence and sexual offences,533146.0278776218,181577.03479509754,POINT (533146.0278776218 181577.03479509754)
501,2021-09,-0.09050599999999999,51.513524,On or near Poultry,E01032739,City of London 001F,Violence and sexual offences,532598.9976637994,181127.9637651649,POINT (532598.9976637994 181127.9637651649)
502,2021-09,-0.08162,51.516814000000004,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,POINT (533205.9666559591 181509.94644216687)
503,2021-09,-0.098777,51.512526,On or near Knightrider Street,E01032739,City of London 001F,Violence and sexual offences,532027.9924497257,181002.04122686596,POINT (532027.9924497257 181002.04122686596)
504,2021-09,-0.082628,51.518189,On or near Sun Street Passage,E01032739,City of London 001F,Violence and sexual offences,533132.0247356194,181661.0175745258,POINT (533132.0247356194 181661.0175745258)
505,2021-09,-0.082965,51.516351,On or near Wormwood Street,E01032739,City of London 001F,Violence and sexual offences,533113.9986841358,181456.01400417095,POINT (533113.9986841358 181456.01400417095)
506,2021-09,-0.08162,51.516814000000004,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,POINT (533205.9666559591 181509.94644216687)
507,2021-09,-0.08778,51.508066,On or near Borough High Street,E01032739,City of London 001F,Violence and sexual offences,532804.0015965193,180525.95716714335,POINT (532804.0015965193 180525.95716714335)
508,2021-09,-0.08971599999999999,51.514501,On or near Prince'S Street,E01032739,City of London 001F,Violence and sexual offences,532650.9762237258,181238.03963773925,POINT (532650.9762237258 181238.03963773925)
509,2021-09,-0.085257,51.5112,On or near Talbot Court,E01032739,City of London 001F,Violence and sexual offences,532969.9641659757,180879.04441126494,POINT (532969.9641659757 180879.04441126494)
510,2021-09,-0.08162,51.516814000000004,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,POINT (533205.9666559591 181509.94644216687)
511,2021-09,-0.08162,51.516814000000004,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,POINT (533205.9666559591 181509.94644216687)
512,2021-09,-0.089451,51.517032,On or near Bus/Coach Station,E01032739,City of London 001F,Violence and sexual offences,532662.0147967981,181519.97445379576,POINT (532662.0147967981 181519.97445379576)
513,2021-09,-0.08329600000000001,51.517058,On or near Old Broad Street,E01032739,City of London 001F,Violence and sexual offences,533088.9742377307,181534.03291548556,POINT (533088.9742377307 181534.03291548556)
514,2021-09,-0.096363,51.513377,On or near New Change,E01032739,City of London 001F,Violence and sexual offences,532193.0314006346,181101.02933466068,POINT (532193.0314006346 181101.02933466068)
515,2021-09,-0.082458,51.517431,On or near Liverpool Street,E01032739,City of London 001F,Violence and sexual offences,533146.0278776218,181577.03479509754,POINT (533146.0278776218 181577.03479509754)
516,2021-09,-0.091494,51.510923999999996,On or near College Street,E01032739,City of London 001F,Violence and sexual offences,532537.9847921687,180837.04775070434,POINT (532537.9847921687 180837.04775070434)
517,2021-09,-0.089451,51.517032,On or near Bus/Coach Station,E01032739,City of London 001F,Violence and sexual offences,532662.0147967981,181519.97445379576,POINT (532662.0147967981 181519.97445379576)
518,2021-09,-0.080322,51.510651,On or near Mark Lane,E01032739,City of London 001F,Violence and sexual offences,533314.0005009061,180826.96498349117,POINT (533314.0005009061 180826.96498349117)
519,2021-09,-0.085833,51.513952,On or near Finch Lane,E01032739,City of London 001F,Violence and sexual offences,532921.991447167,181184.0292444341,POINT (532921.991447167 181184.0292444341)
520,2021-09,-0.086624,51.511922999999996,On or near Clement'S Lane,E01032739,City of London 001F,Violence and sexual offences,532873.0072493302,180956.96324222296,POINT (532873.0072493302 180956.96324222296)
521,2021-09,-0.080322,51.510651,On or near Mark Lane,E01032739,City of London 001F,Violence and sexual offences,533314.0005009061,180826.96498349117,POINT (533314.0005009061 180826.96498349117)
522,2021-09,-0.086624,51.511922999999996,On or near Clement'S Lane,E01032739,City of London 001F,Violence and sexual offences,532873.0072493302,180956.96324222296,POINT (532873.0072493302 180956.96324222296)
523,2021-09,-0.077578,51.510795,On or near Pepys Street,E01032739,City of London 001F,Violence and sexual offences,533503.9855828984,180847.97627561394,POINT (533503.9855828984 180847.97627561394)
524,2021-09,-0.089465,51.510855,On or near Gophir Lane,E01032739,City of London 001F,Violence and sexual offences,532678.9764623633,180833.04829562112,POINT (532678.9764623633 180833.04829562112)
525,2021-09,-0.089465,51.510855,On or near Gophir Lane,E01032739,City of London 001F,Violence and sexual offences,532678.9764623633,180833.04829562112,POINT (532678.9764623633 180833.04829562112)
526,2021-09,-0.080665,51.509344,On or near Pedestrian Subway,E01032739,City of London 001F,Violence and sexual offences,533294.0115239916,180680.99868606735,POINT (533294.0115239916 180680.99868606735)
527,2021-09,-0.09664299999999999,51.512545,On or near Distaff Lane,E01032739,City of London 001F,Violence and sexual offences,532176.009699003,181008.00304787804,POINT (532176.009699003 181008.00304787804)
528,2021-09,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Violence and sexual offences,533330.986923037,181598.02039484447,POINT (533330.986923037 181598.02039484447)
529,2021-09,-0.082628,51.518189,On or near Sun Street Passage,E01032739,City of London 001F,Violence and sexual offences,533132.0247356194,181661.0175745258,POINT (533132.0247356194 181661.0175745258)
530,2021-09,-0.080376,51.517244,On or near Supermarket,E01032739,City of London 001F,Violence and sexual offences,533291.0216167183,181560.027059838,POINT (533291.0216167183 181560.027059838)
531,2021-09,-0.094628,51.514203,On or near Cheapside,E01032739,City of London 001F,Violence and sexual offences,532311.0243018698,181196.01599001262,POINT (532311.0243018698 181196.01599001262)
532,2021-09,-0.083972,51.510549,On or near Lovat Lane,E01032739,City of London 001F,Violence and sexual offences,533061.0244365924,180808.98502272542,POINT (533061.0244365924 180808.98502272542)
533,2021-09,-0.080665,51.509344,On or near Pedestrian Subway,E01032739,City of London 001F,Violence and sexual offences,533294.0115239916,180680.99868606735,POINT (533294.0115239916 180680.99868606735)
534,2021-09,-0.080665,51.509344,On or near Pedestrian Subway,E01032739,City of London 001F,Violence and sexual offences,533294.0115239916,180680.99868606735,POINT (533294.0115239916 180680.99868606735)
535,2021-09,-0.082628,51.518189,On or near Sun Street Passage,E01032739,City of London 001F,Violence and sexual offences,533132.0247356194,181661.0175745258,POINT (533132.0247356194 181661.0175745258)
536,2021-09,-0.088233,51.515484,On or near Tokenhouse Yard,E01032739,City of London 001F,Violence and sexual offences,532751.0170957264,181350.03920830804,POINT (532751.0170957264 181350.03920830804)
537,2021-09,-0.088233,51.515484,On or near Tokenhouse Yard,E01032739,City of London 001F,Violence and sexual offences,532751.0170957264,181350.03920830804,POINT (532751.0170957264 181350.03920830804)
538,2021-09,-0.077578,51.510795,On or near Pepys Street,E01032739,City of London 001F,Violence and sexual offences,533503.9855828984,180847.97627561394,POINT (533503.9855828984 180847.97627561394)
539,2021-09,-0.080376,51.517244,On or near Supermarket,E01032739,City of London 001F,Violence and sexual offences,533291.0216167183,181560.027059838,POINT (533291.0216167183 181560.027059838)
540,2021-09,-0.084701,51.50932,On or near Lower Thames Street,E01032739,City of London 001F,Violence and sexual offences,533014.0158121844,180670.99260853208,POINT (533014.0158121844 180670.99260853208)
541,2021-09,-0.082913,51.513463,On or near Leadenhall Street,E01032739,City of London 001F,Violence and sexual offences,533126.0197979643,181134.9545457915,POINT (533126.0197979643 181134.9545457915)
542,2021-09,-0.08329600000000001,51.517058,On or near Old Broad Street,E01032739,City of London 001F,Violence and sexual offences,533088.9742377307,181534.03291548556,POINT (533088.9742377307 181534.03291548556)
543,2021-09,-0.078484,51.51768,On or near Catherine Wheel Alley,E01032739,City of London 001F,Violence and sexual offences,533421.0151052567,181611.9566795295,POINT (533421.0151052567 181611.9566795295)
544,2021-09,-0.080376,51.517244,On or near Supermarket,E01032739,City of London 001F,Violence and sexual offences,533291.0216167183,181560.027059838,POINT (533291.0216167183 181560.027059838)
545,2021-09,-0.084701,51.50932,On or near Lower Thames Street,E01032739,City of London 001F,Violence and sexual offences,533014.0158121844,180670.99260853208,POINT (533014.0158121844 180670.99260853208)
546,2021-09,-0.088042,51.511794,On or near Abchurch Lane,E01032739,City of London 001F,Violence and sexual offences,532774.9898677967,180940.0465341609,POINT (532774.9898677967 180940.0465341609)
547,2021-09,-0.082458,51.517431,On or near Liverpool Street,E01032739,City of London 001F,Violence and sexual offences,533146.0278776218,181577.03479509754,POINT (533146.0278776218 181577.03479509754)
548,2021-09,-0.101452,51.51265,On or near St Andrew'S Hill,E01032739,City of London 001F,Violence and sexual offences,531842.0240078222,181011.01178632263,POINT (531842.0240078222 181011.01178632263)
549,2021-09,-0.089647,51.513384,On or near Queen Victoria Street,E01032739,City of London 001F,Violence and sexual offences,532659.0062768183,181113.9508823374,POINT (532659.0062768183 181113.9508823374)
550,2021-09,-0.082628,51.518189,On or near Sun Street Passage,E01032739,City of London 001F,Violence and sexual offences,533132.0247356194,181661.0175745258,POINT (533132.0247356194 181661.0175745258)
551,2021-09,-0.087763,51.516393,On or near Copthall Avenue,E01032739,City of London 001F,Violence and sexual offences,532780.9854822792,181451.9747441978,POINT (532780.9854822792 181451.9747441978)
552,2021-09,-0.088203,51.518262,On or near Moorgate,E01032739,City of London 001F,Violence and sexual offences,532745.0278558726,181659.01554782962,POINT (532745.0278558726 181659.01554782962)
553,2021-09,-0.08921799999999999,51.516057,On or near Moorgate,E01032739,City of London 001F,Violence and sexual offences,532681.0114684425,181411.97359391628,POINT (532681.0114684425 181411.97359391628)
554,2021-09,-0.083587,51.512171,On or near Lime Street Passage,E01032739,City of London 001F,Violence and sexual offences,533083.0163064364,180990.05554382532,POINT (533083.0163064364 180990.05554382532)
555,2021-09,-0.092865,51.510182,On or near Parking Area,E01032739,City of London 001F,Violence and sexual offences,532445.0019505254,180752.0551337878,POINT (532445.0019505254 180752.0551337878)
556,2021-09,-0.08151599999999999,51.510014,On or near Great Tower Street,E01032739,City of London 001F,Violence and sexual offences,533233.005944412,180753.95620203484,POINT (533233.005944412 180753.95620203484)
557,2021-09,-0.096385,51.510787,On or near Gardners Lane,E01032739,City of London 001F,Violence and sexual offences,532198.996719561,180812.97373405198,POINT (532198.996719561 180812.97373405198)
558,2021-09,-0.085173,51.518679999999996,On or near Finsbury Avenue,E01032739,City of London 001F,Violence and sexual offences,532954.02788555,181710.99485246558,POINT (532954.02788555 181710.99485246558)
559,2021-09,-0.08162,51.516814000000004,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,POINT (533205.9666559591 181509.94644216687)
560,2021-09,-0.08778,51.508066,On or near Borough High Street,E01032739,City of London 001F,Violence and sexual offences,532804.0015965193,180525.95716714335,POINT (532804.0015965193 180525.95716714335)
561,2021-09,-0.08162,51.516814000000004,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,POINT (533205.9666559591 181509.94644216687)
562,2021-09,-0.080376,51.517244,On or near Supermarket,E01032739,City of London 001F,Violence and sexual offences,533291.0216167183,181560.027059838,POINT (533291.0216167183 181560.027059838)
563,2021-09,-0.08329600000000001,51.517058,On or near Old Broad Street,E01032739,City of London 001F,Violence and sexual offences,533088.9742377307,181534.03291548556,POINT (533088.9742377307 181534.03291548556)
564,2021-09,-0.08162,51.516814000000004,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,POINT (533205.9666559591 181509.94644216687)
565,2021-09,-0.104244,51.512749,On or near New Bridge Street,E01032739,City of London 001F,Violence and sexual offences,531648.0102655675,181016.998758691,POINT (531648.0102655675 181016.998758691)
566,2021-09,-0.096363,51.513377,On or near New Change,E01032739,City of London 001F,Violence and sexual offences,532193.0314006346,181101.02933466068,POINT (532193.0314006346 181101.02933466068)
680,2021-09,-0.108231,51.513928,On or near Pleydell Street,E01032740,City of London 001G,Violence and sexual offences,531367.9755125858,181140.94854411366,POINT (531367.9755125858 181140.94854411366)
681,2021-09,-0.109826,51.516814000000004,On or near Norwich Street,E01032740,City of London 001G,Violence and sexual offences,531249.0168116889,181459.02161867893,POINT (531249.0168116889 181459.02161867893)
682,2021-09,-0.10241199999999999,51.517297,On or near Cock Lane,E01032740,City of London 001G,Violence and sexual offences,531762.0126537532,181526.04533674102,POINT (531762.0126537532 181526.04533674102)
683,2021-09,-0.10621400000000002,51.513905,On or near Salisbury Court,E01032740,City of London 001G,Violence and sexual offences,531507.991477021,181142.01056347118,POINT (531507.991477021 181142.01056347118)
684,2021-09,-0.11251900000000001,51.517568,On or near Southampton Buildings,E01032740,City of London 001G,Violence and sexual offences,531060.0117478663,181538.04632332234,POINT (531060.0117478663 181538.04632332234)
685,2021-09,-0.108231,51.513928,On or near Pleydell Street,E01032740,City of London 001G,Violence and sexual offences,531367.9755125858,181140.94854411366,POINT (531367.9755125858 181140.94854411366)
686,2021-09,-0.102721,51.515404,On or near St Georges'S Court,E01032740,City of London 001G,Violence and sexual offences,531746.0320119021,181314.98177782568,POINT (531746.0320119021 181314.98177782568)
687,2021-09,-0.108231,51.513928,On or near Pleydell Street,E01032740,City of London 001G,Violence and sexual offences,531367.9755125858,181140.94854411366,POINT (531367.9755125858 181140.94854411366)
688,2021-09,-0.108231,51.513928,On or near Pleydell Street,E01032740,City of London 001G,Violence and sexual offences,531367.9755125858,181140.94854411366,POINT (531367.9755125858 181140.94854411366)
689,2021-09,-0.108175,51.51283,On or near Parking Area,E01032740,City of London 001G,Violence and sexual offences,531375.0175174498,181018.9478317281,POINT (531375.0175174498 181018.9478317281)
690,2021-09,-0.104252,51.516733,On or near Supermarket,E01032740,City of London 001G,Violence and sexual offences,531635.978319303,181460.01795407804,POINT (531635.978319303 181460.01795407804)
691,2021-09,-0.104621,51.512692,On or near Supermarket,E01032740,City of London 001G,Violence and sexual offences,531622.015576161,181009.98261182365,POINT (531622.015576161 181009.98261182365)
692,2021-09,-0.11251900000000001,51.517568,On or near Southampton Buildings,E01032740,City of London 001G,Violence and sexual offences,531060.0117478663,181538.04632332234,POINT (531060.0117478663 181538.04632332234)
693,2021-09,-0.104252,51.516733,On or near Supermarket,E01032740,City of London 001G,Violence and sexual offences,531635.978319303,181460.01795407804,POINT (531635.978319303 181460.01795407804)
694,2021-09,-0.11070999999999999,51.513914,On or near Fleet Street,E01032740,City of London 001G,Violence and sexual offences,531196.0099548288,181134.94818986917,POINT (531196.0099548288 181134.94818986917)
695,2021-09,-0.046099,51.550625,On or near Hospital,E01001729,Hackney 019A,Violence and sexual offences,535570.0083884953,185335.02559703018,POINT (535570.0083884953 185335.02559703018)
696,2021-09,-0.046297000000000005,51.542634,On or near Cassland Road,E01001844,Hackney 022D,Violence and sexual offences,535580.0160678466,184446.036581073,POINT (535580.0160678466 184446.036581073)
711,2021-09,-0.073233,51.525993,On or near Swanfield Street,E01004316,Tower Hamlets 009C,Violence and sexual offences,533760.9828227822,182545.96554505744,POINT (533760.9828227822 182545.96554505744)
721,2021-09,-0.059878,51.51866,On or near Hospital,E01004322,Tower Hamlets 017A,Violence and sexual offences,534708.9925844023,181754.99592070223,POINT (534708.9925844023 181754.99592070223)
15,2021-10,-0.097334,51.521567,On or near Fann Street,E01000001,City of London 001A,Violence and sexual offences,532101.9774473187,182010.03104246024,POINT (532101.9774473187 182010.03104246024)
16,2021-10,-0.097736,51.520206,On or near Conference/Exhibition Centre,E01000001,City of London 001A,Violence and sexual offences,532078.0238408706,181857.9583881494,POINT (532078.0238408706 181857.9583881494)
33,2021-10,-0.093933,51.519812,On or near Conference/Exhibition Centre,E01000002,City of London 001B,Violence and sexual offences,532343.0000140902,181821.0099256616,POINT (532343.0000140902 181821.0099256616)
34,2021-10,-0.092297,51.518949,On or near Park/Open Space,E01000002,City of London 001B,Violence and sexual offences,532459.0011416395,181727.9993500635,POINT (532459.0011416395 181727.9993500635)
42,2021-10,-0.09586,51.52166,On or near Fann Street,E01000003,City of London 001C,Violence and sexual offences,532203.9647225853,182023.03286533535,POINT (532203.9647225853 182023.03286533535)
43,2021-10,-0.09586,51.52166,On or near Fann Street,E01000003,City of London 001C,Violence and sexual offences,532203.9647225853,182023.03286533535,POINT (532203.9647225853 182023.03286533535)
82,2021-10,-0.073254,51.512856,On or near Mansell Street,E01000005,City of London 001E,Violence and sexual offences,533797.9920780913,181085.05554956,POINT (533797.9920780913 181085.05554956)
83,2021-10,-0.077451,51.515522999999995,On or near White Kennett Street,E01000005,City of London 001E,Violence and sexual offences,533498.9855752959,181373.9745644806,POINT (533498.9855752959 181373.9745644806)
84,2021-10,-0.075196,51.512609000000005,On or near St Clare Street,E01000005,City of London 001E,Violence and sexual offences,533663.9660350406,181054.0425451261,POINT (533663.9660350406 181054.0425451261)
85,2021-10,-0.076459,51.513061,On or near Further/Higher Educational Building,E01000005,City of London 001E,Violence and sexual offences,533575.0093025623,181102.00198314857,POINT (533575.0093025623 181102.00198314857)
86,2021-10,-0.07609500000000001,51.512462,On or near Vine Street,E01000005,City of London 001E,Violence and sexual offences,533602.0170197444,181036.05545099295,POINT (533602.0170197444 181036.05545099295)
87,2021-10,-0.073515,51.510414000000004,On or near Parking Area,E01000005,City of London 001E,Violence and sexual offences,533787.030794836,180813.02176906238,POINT (533787.030794836 180813.02176906238)
88,2021-10,-0.075196,51.512609000000005,On or near St Clare Street,E01000005,City of London 001E,Violence and sexual offences,533663.9660350406,181054.0425451261,POINT (533663.9660350406 181054.0425451261)
89,2021-10,-0.073254,51.512856,On or near Mansell Street,E01000005,City of London 001E,Violence and sexual offences,533797.9920780913,181085.05554956,POINT (533797.9920780913 181085.05554956)
90,2021-10,-0.076592,51.514367,On or near Pedestrian Subway,E01000005,City of London 001E,Violence and sexual offences,533561.963829987,181246.9902666126,POINT (533561.963829987 181246.9902666126)
