,Month,Location,LSOA code,LSOA name,Crime type,latitude,longitude,LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ
42,2021-05,On or near Park/Open Space,E01000002,City of London 001B,Violence and sexual offences,532459.0011416395,181727.9993500635,E01000002,City of London 001B,E02000001,City of London 001,E09000001,City of London,E12000007,London,1436,1436,0,62.9,830,1.7
76,2021-05,On or near Crescent,E01000005,City of London 001E,Violence and sexual offences,533632.0183013633,180880.05126166478,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
77,2021-05,On or near Goodman'S Yard,E01000005,City of London 001E,Violence and sexual offences,533816.0135181514,180899.02510283707,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
265,2021-05,On or near Bus/Coach Station,E01032739,City of London 001F,Violence and sexual offences,532662.0147967981,181519.97445379576,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
348,2021-05,On or near Supermarket,E01032740,City of London 001G,Violence and sexual offences,531622.015576161,181009.98261182365,E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,E12000007,London,1099,1049,50,17.2,719,1.5
347,2021-05,On or near Pedestrian Subway,E01032740,City of London 001G,Violence and sexual offences,531646.9705957596,180907.02937682922,E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,E12000007,London,1099,1049,50,17.2,719,1.5
346,2021-05,On or near Southampton Buildings,E01032740,City of London 001G,Violence and sexual offences,531060.0117478663,181538.04632332234,E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,E12000007,London,1099,1049,50,17.2,719,1.5
345,2021-05,On or near East Harding Street,E01032740,City of London 001G,Violence and sexual offences,531393.9899141671,181310.98560441937,E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,E12000007,London,1099,1049,50,17.2,719,1.5
344,2021-05,On or near Lombard Lane,E01032740,City of London 001G,Violence and sexual offences,531355.9978976556,181102.02562308835,E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,E12000007,London,1099,1049,50,17.2,719,1.5
290,2021-05,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
289,2021-05,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
288,2021-05,On or near Clement'S Lane,E01032739,City of London 001F,Violence and sexual offences,532873.0072493302,180956.96324222296,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
287,2021-05,On or near Liverpool Street,E01032739,City of London 001F,Violence and sexual offences,533146.0278776218,181577.03479509754,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
286,2021-05,On or near Camomile Street,E01032739,City of London 001F,Violence and sexual offences,533245.0017535442,181421.9464228017,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
75,2021-05,On or near Aldgate,E01000005,City of London 001E,Violence and sexual offences,533575.0201661547,181164.98652681406,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
283,2021-05,On or near St Swithin'S Lane,E01032739,City of London 001F,Violence and sexual offences,532708.0091989241,180971.01301046158,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
281,2021-05,On or near Supermarket,E01032739,City of London 001F,Violence and sexual offences,533291.0216167183,181560.027059838,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
280,2021-05,On or near Police Station,E01032739,City of London 001F,Violence and sexual offences,533330.986923037,181598.02039484447,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
279,2021-05,On or near Wormwood Street,E01032739,City of London 001F,Violence and sexual offences,533113.9986841358,181456.01400417095,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
278,2021-05,On or near Parking Area,E01032739,City of London 001F,Violence and sexual offences,532445.0019505254,180752.0551337878,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
277,2021-05,On or near Corbet Court,E01032739,City of London 001F,Violence and sexual offences,532999.0003738902,181066.9755308744,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
276,2021-05,On or near Finsbury Avenue,E01032739,City of London 001F,Violence and sexual offences,532954.02788555,181710.99485246558,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
274,2021-05,On or near Cheapside,E01032739,City of London 001F,Violence and sexual offences,532311.0243018698,181196.01599001262,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
273,2021-05,On or near Apothecary Street,E01032739,City of London 001F,Violence and sexual offences,531664.0012023612,181051.01892134378,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
269,2021-05,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
268,2021-05,On or near Old Broad Street,E01032739,City of London 001F,Violence and sexual offences,533088.9742377307,181534.03291548556,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
267,2021-05,On or near St Swithin'S Lane,E01032739,City of London 001F,Violence and sexual offences,532708.0091989241,180971.01301046158,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
263,2021-05,On or near Lower Thames Street,E01032739,City of London 001F,Violence and sexual offences,533014.0158121844,180670.99260853208,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
264,2021-05,On or near Watling Street,E01032739,City of London 001F,Violence and sexual offences,532287.017996063,181086.00432773988,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
282,2021-05,On or near Cheapside,E01032739,City of London 001F,Violence and sexual offences,532311.0243018698,181196.01599001262,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
74,2021-05,On or near Portsoken Street,E01000005,City of London 001E,Violence and sexual offences,533735.009271309,180955.98240550578,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
266,2021-05,On or near Police Station,E01032739,City of London 001F,Violence and sexual offences,533330.986923037,181598.02039484447,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
270,2021-05,On or near Wood Street,E01032739,City of London 001F,Violence and sexual offences,532304.012659173,181219.98085686757,E01000002,City of London 001B,E02000001,City of London 001,E09000001,City of London,E12000007,London,1436,1436,0,62.9,830,1.7
272,2021-05,On or near Wood Street,E01032739,City of London 001F,Violence and sexual offences,532304.012659173,181219.98085686757,E01000002,City of London 001B,E02000001,City of London 001,E09000001,City of London,E12000007,London,1436,1436,0,62.9,830,1.7
416,2021-06,On or near Bell Inn Yard,E01032739,City of London 001F,Violence and sexual offences,532986.0188934281,181035.032561849,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
415,2021-06,On or near Norton Folgate,E01032739,City of London 001F,Violence and sexual offences,533392.9800145016,181978.99956417043,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
479,2021-06,On or near Temple Lane,E01032740,City of London 001G,Violence and sexual offences,531355.0127444156,181030.00359431223,E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,E12000007,London,1099,1049,50,17.2,719,1.5
417,2021-06,On or near Watling Court,E01032739,City of London 001F,Violence and sexual offences,532326.0054644622,181057.975686829,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
418,2021-06,On or near Bevis Marks,E01032739,City of London 001F,Violence and sexual offences,533381.9739641921,181306.0258561619,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
419,2021-06,On or near Bell Inn Yard,E01032739,City of London 001F,Violence and sexual offences,532986.0188934281,181035.032561849,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
420,2021-06,On or near Bell Inn Yard,E01032739,City of London 001F,Violence and sexual offences,532986.0188934281,181035.032561849,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
422,2021-06,On or near Widegate Street,E01032739,City of London 001F,Violence and sexual offences,533432.0255864972,181657.98171621922,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
423,2021-06,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
424,2021-06,On or near Duke'S Place,E01032739,City of London 001F,Violence and sexual offences,533469.0320651588,181234.97852296178,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
425,2021-06,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
426,2021-06,On or near Great Tower Street,E01032739,City of London 001F,Violence and sexual offences,533233.005944412,180753.95620203484,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
427,2021-06,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
428,2021-06,On or near Police Station,E01032739,City of London 001F,Violence and sexual offences,533330.986923037,181598.02039484447,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
429,2021-06,On or near Police Station,E01032739,City of London 001F,Violence and sexual offences,533330.986923037,181598.02039484447,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
478,2021-06,On or near Bream'S Buildings,E01032740,City of London 001G,Violence and sexual offences,531198.030269779,181374.02426107042,E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,E12000007,London,1099,1049,50,17.2,719,1.5
477,2021-06,On or near Newgate Street,E01032740,City of London 001G,Violence and sexual offences,531808.0336249623,181405.9458728484,E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,E12000007,London,1099,1049,50,17.2,719,1.5
476,2021-06,On or near Bride Lane,E01032740,City of London 001G,Violence and sexual offences,531583.0310808697,181139.9469951715,E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,E12000007,London,1099,1049,50,17.2,719,1.5
475,2021-06,On or near Long Lane,E01032740,City of London 001G,Violence and sexual offences,531933.974616861,181758.96154479356,E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,E12000007,London,1099,1049,50,17.2,719,1.5
414,2021-06,On or near Lower Thames Street,E01032739,City of London 001F,Violence and sexual offences,533014.0158121844,180670.99260853208,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
413,2021-06,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
410,2021-06,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
474,2021-06,On or near Temple Avenue,E01032740,City of London 001G,Violence and sexual offences,531389.0190221521,180899.01877516462,E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,E12000007,London,1099,1049,50,17.2,719,1.5
391,2021-06,On or near Sun Street Passage,E01032739,City of London 001F,Violence and sexual offences,533132.0247356194,181661.0175745258,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
392,2021-06,On or near Bell Inn Yard,E01032739,City of London 001F,Violence and sexual offences,532986.0188934281,181035.032561849,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
393,2021-06,On or near Police Station,E01032739,City of London 001F,Violence and sexual offences,533330.986923037,181598.02039484447,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
394,2021-06,On or near Police Station,E01032739,City of London 001F,Violence and sexual offences,533330.986923037,181598.02039484447,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
395,2021-06,On or near Norton Folgate,E01032739,City of London 001F,Violence and sexual offences,533392.9800145016,181978.99956417043,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
396,2021-06,On or near St Swithin'S Lane,E01032739,City of London 001F,Violence and sexual offences,532708.0091989241,180971.01301046158,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
397,2021-06,On or near Distaff Lane,E01032739,City of London 001F,Violence and sexual offences,532084.9878292051,180957.00795920717,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
398,2021-06,On or near Widegate Street,E01032739,City of London 001F,Violence and sexual offences,533432.0255864972,181657.98171621922,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
399,2021-06,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
400,2021-06,On or near Old Broad Street,E01032739,City of London 001F,Violence and sexual offences,533088.9742377307,181534.03291548556,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
401,2021-06,On or near Carter Lane,E01032739,City of London 001F,Violence and sexual offences,531804.9787489705,181082.04769852024,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
402,2021-06,On or near Knightrider Street,E01032739,City of London 001F,Violence and sexual offences,532027.9924497257,181002.04122686596,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
403,2021-06,On or near Police Station,E01032739,City of London 001F,Violence and sexual offences,533330.986923037,181598.02039484447,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
404,2021-06,On or near Queen Victoria Street,E01032739,City of London 001F,Violence and sexual offences,531777.0187380947,180950.0146668101,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
405,2021-06,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
406,2021-06,On or near Gardners Lane,E01032739,City of London 001F,Violence and sexual offences,532198.996719561,180812.97373405198,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
407,2021-06,On or near Pancras Lane,E01032739,City of London 001F,Violence and sexual offences,532474.0194353946,181087.9823533552,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
408,2021-06,On or near Pancras Lane,E01032739,City of London 001F,Violence and sexual offences,532474.0194353946,181087.9823533552,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
409,2021-06,On or near Threadneedle Street,E01032739,City of London 001F,Violence and sexual offences,533064.9909957922,181232.95100102626,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
412,2021-06,On or near Cheapside,E01032739,City of London 001F,Violence and sexual offences,532311.0243018698,181196.01599001262,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
473,2021-06,On or near Pleydell Street,E01032740,City of London 001G,Violence and sexual offences,531367.9755125858,181140.94854411366,E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,E12000007,London,1099,1049,50,17.2,719,1.5
472,2021-06,On or near Newgate Street,E01032740,City of London 001G,Violence and sexual offences,531808.0336249623,181405.9458728484,E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,E12000007,London,1099,1049,50,17.2,719,1.5
103,2021-06,On or near Aldgate,E01000005,City of London 001E,Violence and sexual offences,533575.0201661547,181164.98652681406,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
36,2021-06,On or near Park/Open Space,E01000002,City of London 001B,Violence and sexual offences,532459.0011416395,181727.9993500635,E01000002,City of London 001B,E02000001,City of London 001,E09000001,City of London,E12000007,London,1436,1436,0,62.9,830,1.7
37,2021-06,On or near Wood Street,E01000002,City of London 001B,Violence and sexual offences,532339.9747683145,181452.04271123657,E01000002,City of London 001B,E02000001,City of London 001,E09000001,City of London,E12000007,London,1436,1436,0,62.9,830,1.7
21,2021-06,On or near St Martin'S Le Grand,E01000001,City of London 001A,Violence and sexual offences,532124.0324678012,181314.00203001354,E01000001,City of London 001A,E02000001,City of London 001,E09000001,City of London,E12000007,London,1465,1465,0,112.9,876,1.7
22,2021-06,On or near Parking Area,E01000001,City of London 001A,Violence and sexual offences,532093.9750344312,181709.03752922273,E01000001,City of London 001A,E02000001,City of London 001,E09000001,City of London,E12000007,London,1465,1465,0,112.9,876,1.7
95,2021-06,On or near Minories,E01000005,City of London 001E,Violence and sexual offences,533653.013425252,180960.94725061586,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
96,2021-06,On or near Goodman'S Yard,E01000005,City of London 001E,Violence and sexual offences,533816.0135181514,180899.02510283707,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
97,2021-06,On or near Mansell Street,E01000005,City of London 001E,Violence and sexual offences,533806.9726516522,181012.96012620896,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
98,2021-06,On or near Aldgate,E01000005,City of London 001E,Violence and sexual offences,533575.0201661547,181164.98652681406,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
99,2021-06,On or near Goodman'S Yard,E01000005,City of London 001E,Violence and sexual offences,533816.0135181514,180899.02510283707,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
102,2021-06,On or near Aldgate,E01000005,City of London 001E,Violence and sexual offences,533575.0201661547,181164.98652681406,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
390,2021-06,On or near Liverpool Street,E01032739,City of London 001F,Violence and sexual offences,533146.0278776218,181577.03479509754,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
104,2021-06,On or near Minories,E01000005,City of London 001E,Violence and sexual offences,533653.013425252,180960.94725061586,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
105,2021-06,On or near Aldgate,E01000005,City of London 001E,Violence and sexual offences,533575.0201661547,181164.98652681406,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
107,2021-06,On or near Aldgate High Street,E01000005,City of London 001E,Violence and sexual offences,533675.9694068158,181225.9515725124,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
108,2021-06,On or near Aldgate High Street,E01000005,City of London 001E,Violence and sexual offences,533675.9694068158,181225.9515725124,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
389,2021-06,On or near Prince'S Street,E01032739,City of London 001F,Violence and sexual offences,532650.9762237258,181238.03963773925,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
111,2021-06,On or near Little Somerset Street,E01000005,City of London 001E,Violence and sexual offences,533721.0176646702,181171.05179569608,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
48,2021-06,On or near Fann Street,E01000003,City of London 001C,Violence and sexual offences,532203.9647225853,182023.03286533535,E01000003,City of London 001C,E02000001,City of London 001,E09000001,City of London,E12000007,London,1346,1250,96,227.7,817,1.5
100,2021-06,On or near Further/Higher Educational Building,E01000005,City of London 001E,Violence and sexual offences,533575.0093025623,181102.00198314857,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
386,2021-06,On or near London Wall,E01032739,City of London 001F,Violence and sexual offences,532778.9967690599,181536.04965255776,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
387,2021-06,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
388,2021-06,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
109,2021-06,On or near Little Somerset Street,E01000005,City of London 001E,Violence and sexual offences,533721.0176646702,181171.05179569608,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
472,2021-07,On or near Wormwood Street,E01032739,City of London 001F,Violence and sexual offences,533113.9986841358,181456.01400417095,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
492,2021-07,On or near Aldgate,E01032739,City of London 001F,Violence and sexual offences,533488.9960794457,181111.98263118707,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
491,2021-07,On or near Shopping Area,E01032739,City of London 001F,Violence and sexual offences,531926.000252296,181180.99837658188,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
490,2021-07,On or near New Change,E01032739,City of London 001F,Violence and sexual offences,532193.0314006346,181101.02933466068,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
489,2021-07,On or near Pepys Street,E01032739,City of London 001F,Violence and sexual offences,533503.9855828984,180847.97627561394,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
487,2021-07,On or near Police Station,E01032739,City of London 001F,Violence and sexual offences,533330.986923037,181598.02039484447,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
485,2021-07,On or near New Bridge Street,E01032739,City of London 001F,Violence and sexual offences,531648.0102655675,181016.998758691,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
484,2021-07,On or near Knightrider Street,E01032739,City of London 001F,Violence and sexual offences,532027.9924497257,181002.04122686596,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
481,2021-07,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
482,2021-07,On or near Pepys Street,E01032739,City of London 001F,Violence and sexual offences,533503.9855828984,180847.97627561394,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
473,2021-07,On or near Wormwood Street,E01032739,City of London 001F,Violence and sexual offences,533113.9986841358,181456.01400417095,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
474,2021-07,On or near London Wall,E01032739,City of London 001F,Violence and sexual offences,532778.9967690599,181536.04965255776,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
475,2021-07,On or near Arthur Street,E01032739,City of London 001F,Violence and sexual offences,532815.0191681554,180781.96373989736,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
476,2021-07,On or near Police Station,E01032739,City of London 001F,Violence and sexual offences,533330.986923037,181598.02039484447,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
477,2021-07,On or near New Change,E01032739,City of London 001F,Violence and sexual offences,532193.0314006346,181101.02933466068,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
478,2021-07,On or near Great Tower Street,E01032739,City of London 001F,Violence and sexual offences,533233.005944412,180753.95620203484,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
479,2021-07,On or near Eastcheap,E01032739,City of London 001F,Violence and sexual offences,532907.971310235,180836.02706777892,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
480,2021-07,On or near Conference/Exhibition Centre,E01032739,City of London 001F,Violence and sexual offences,533038.0193106609,181334.95545221318,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
483,2021-07,On or near Leadenhall Street,E01032739,City of London 001F,Violence and sexual offences,533126.0197979643,181134.9545457915,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
471,2021-07,On or near Abchurch Lane,E01032739,City of London 001F,Violence and sexual offences,532774.9898677967,180940.0465341609,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
